Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Total Markdown
1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE,17423.86
1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE,10881.77
1,2012-01-27,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE,3524.39
1,2012-02-03,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE,76351.07
1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE,36311.85
1,2012-02-17,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE,32757.37
1,2012-02-24,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE,26272.33
1,2012-03-02,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,FALSE,50479.69
1,2012-03-09,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,FALSE,16670.19
1,2012-03-16,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,FALSE,9050.02
1,2012-03-23,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,FALSE,10216.95
1,2012-03-30,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,FALSE,14617.28
1,2012-04-06,70.43,3.891,10121.97,NA,77.98,3750.59,4510.72,221.4356112,7.143,FALSE,18461.26
1,2012-04-13,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,FALSE,12378.28
1,2012-04-20,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,FALSE,8884.8
1,2012-04-27,67.23,3.814,3221.25,NA,35.49,577.14,6222.25,221.6179368,7.143,FALSE,10056.13
1,2012-05-04,75.55,3.749,21290.13,NA,69.89,4977.35,3261.04,221.6718,7.143,FALSE,29598.41
1,2012-05-11,73.77,3.688,8351.4,NA,10.52,2443.14,3127.88,221.7256632,7.143,FALSE,13932.94
1,2012-05-18,70.33,3.63,6154.14,NA,45.11,1675.49,5508.18,221.742674,7.143,FALSE,13382.92
1,2012-05-25,77.22,3.561,4039.39,NA,745.19,1429.96,3631.13,221.744944,7.143,FALSE,9845.67
1,2012-06-01,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,FALSE,10308.32
1,2012-06-08,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,FALSE,18809.11
1,2012-06-15,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,FALSE,11235.38
1,2012-06-22,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,FALSE,18386.61
1,2012-06-29,84.88,3.286,3965.73,161.6,NA,435.99,4212.97,221.8434,7.143,FALSE,8776.29
1,2012-07-06,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,FALSE,22721.04
1,2012-07-13,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,FALSE,13805.32
1,2012-07-20,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,FALSE,9026.46
1,2012-07-27,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,FALSE,22130.24
1,2012-08-03,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,FALSE,44403.74
1,2012-08-10,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,FALSE,23488.55
1,2012-08-17,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,FALSE,10003.11
1,2012-08-24,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,FALSE,17952.14
1,2012-08-31,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,FALSE,37809.35
1,2012-09-07,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,TRUE,12148.85
1,2012-09-14,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,FALSE,26754.14
1,2012-09-21,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,FALSE,13831.4
1,2012-09-28,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,FALSE,9837.8
1,2012-10-05,68.55,3.617,8077.89,NA,18.22,3617.43,3626.14,223.1814772,6.573,FALSE,15339.68
1,2012-10-12,62.99,3.601,2086.18,NA,8.11,602.36,5926.45,223.3812965,6.573,FALSE,8623.1
1,2012-10-19,67.97,3.594,950.33,NA,4.93,80.25,2312.85,223.4257233,6.573,FALSE,3348.36
1,2012-10-26,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,FALSE,4985.77
